Rank,Title,Author,Ratings,Price,No_of_Reviews,Cover_Type,Year_of_List,Genre
49,Human Body Activity Book for Kids: Hands-On Fun for Grades K-3,"Ph.D., Katie Stokes, M.Ed.,",4.7,7.19,21004,Paperback,2020,Non-Fiction
50,Educated: A Memoir,Tara Westover,4.7,13,69406,Hardcover,2020,Non-Fiction
51,Then She Was Gone: A Novel,Lisa Jewell,4.5,8.09,49979,Paperback,2020,Fiction
52,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),M Prefontaine,4.6,5.99,28840,Paperback,2020,Non-Fiction
53,1984,George Orwell,4.7,7.48,72441,Mass Market Paperback,2020,Fiction
54,Humans,Brandon Stanton,4.9,17.5,19238,Hardcover,2020,Non-Fiction
55,Goodnight Moon,Margaret Wise Brown,4.9,5.36,24815,Board book,2020,Fiction
56,I've Loved You Since Forever,Hoda Kotb,4.8,10.38,20854,Hardcover,2020,Fiction
57,Just Mercy: A Story of Justice and Redemption,Bryan Stevenson,4.8,7.87,22860,Paperback,2020,Fiction
58,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.7,8.99,94095,Mass Market Paperback,2020,Non-Fiction
59,The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,America's Test Kitchen Kids,4.8,13,21904,Hardcover,2020,Non-Fiction
60,Publication Manual (OFFICIAL) 7th Edition of the American Psychological Association,American Psychological Association,4.8,24,28579,Paperback,2020,Non-Fiction
61,First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning Readers,Deborah Schecter,4.7,13.29,27332,Paperback,2020,Non-Fiction
62,The Mamba Mentality: How I Play,Kobe Bryant,4.9,16,23654,Hardcover,2020,Non-Fiction
63,"School Zone - Multiplication 0-12 Flash Cards - Ages 8+, 3rd Grade, 4th Grade, Elementary Math, Multiplication Facts, Common Core, and More",School Zone,4.7,2.67,26014,Cards,2020,Non-Fiction
64,There's No Place Like Space: All About Our Solar System (Cat in the Hat's Learning Library),Tish Rabe,4.8,5.98,24728,Hardcover,2020,Non-Fiction
65,Disloyal: A Memoir: The True Story of the Former Personal Attorney to President Donald J. Trump,Michael Cohen,4.6,14.5,32055,Hardcover,2020,Non-Fiction
66,"My First Toddler Coloring Book: Fun with Numbers, Letters, Shapes, Colors, and Animals! (Kids coloring activity books)",Tanya Emelyanova,4.8,4.22,19617,Paperback,2020,Non-Fiction
67,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,13.29,94750,Paperback,2020,Fiction
68,To Kill a Mockingbird,Harper Lee,4.8,7.19,68842,Paperback,2020,Fiction
69,Percy Jackson and the Olympians 5 Book Paperback Boxed Set (w/poster) (Percy Jackson & the Olympians),Rick Riordan,4.9,18.8,36276,Paperback,2020,Fiction
70,Magnolia Table,Joanna Gaines,4.8,16.59,32326,Hardcover,2020,Non-Fiction
71,Llama Llama Loves Camping,Anna Dewdney,4.7,4.99,18042,Paperback,2020,Fiction
72,So You Want to Talk About Race,Ijeoma Oluo,4.7,11.48,12313,Paperback,2020,Non-Fiction
73,Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation,Candace Owens,4.9,15.15,21603,Hardcover,2020,Non-Fiction
74,How to Draw 101 Animals (1),Dan Green,4.7,4.99,24653,Paperback,2020,Non-Fiction
75,Awesome Science Experiments for Kids: 100+ Fun STEM / STEAM Projects and Why They Work (Awesome STEAM Activities for Kids),Crystal Chatterton,4.7,8.99,14664,Paperback,2020,Non-Fiction
76,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),Dinah Bucholz,4.7,9.99,30623,Hardcover,2020,Fiction
77,A Time for Mercy (Jake Brigance),John Grisham,4.6,13,77697,Hardcover,2020,Fiction
78,"Oh, the Places You'll Go!",Dr. Seuss,4.9,8.48,42848,Hardcover,2020,Fiction
79,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,4.6,6.99,28736,Paperback,2020,Non-Fiction
80,Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),Dav Pilkey,4.9,7.76,27986,Hardcover,2020,Fiction
81,The Pout-Pout Fish,Deborah Diesen,4.9,4.98,23576,Board book,2020,Fiction
82,Where's Spot?,Eric Hill,4.9,5,34023,Board book,2020,Fiction
83,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,16.65,20620,Hardcover,2020,Non-Fiction
84,Man's Search for Meaning,Viktor E. Frankl,4.7,11.99,53306,Paperback,2020,Non-Fiction
85,Ready Player Two: A Novel,Ernest Cline,4.3,13.18,39038,Hardcover,2020,Fiction
86,"Preschool Math Workbook for Toddlers Ages 2-4: Beginner Math Preschool Learning Book with Number Tracing and Matching Activities for 2, 3 and 4 year olds and kindergarten prep",Modern Kid Press,4.7,6.99,16815,Paperback,2020,Non-Fiction
87,Stamped from the Beginning: The Definitive History of Racist Ideas in America (National Book Award Winner),Ibram X. Kendi,4.8,10.14,11703,Paperback,2020,Non-Fiction
88,Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals),Monica Sweeney,4.7,8.99,28770,Paperback,2020,Non-Fiction
89,The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,Benjamin Graham,4.7,14.29,39269,Paperback,2020,Non-Fiction
90,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8.55,29248,Hardcover,2020,Fiction
91,"Carson Dellosa First Words Flash Cards, High Frequency Vocabulary Words and Picture for Preschool and Kindergarten, Sight Word Game for Toddlers Ages 4+ (54 Cards) Cards",Brighter Child,4.8,2.99,50908,Cards,2020,Non-Fiction
92,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,14.35,141897,Hardcover,2020,Non-Fiction
93,Love You Forever,Robert Munsch,4.9,4.98,61151,Paperback,2020,Fiction
94,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",Mary Pope Osborne,4.8,11,21881,Paperback,2020,Non-Fiction
95,Zen as F*ck (Zen as F*ck Journals),Monica Sweeney,4.7,13.49,23862,Paperback,2020,Non-Fiction
96,"Relationship Goals: How to Win at Dating, Marriage, and Sex",Michael Todd,4.8,12.92,21311,Hardcover,2020,Non-Fiction
97,The Happy in a Hurry Cookbook: 100-Plus Fast and Easy New Recipes That Taste Like Home (The Happy Cookbook Series),Steve Doocy,4.6,13.69,15967,Hardcover,2020,Non-Fiction
98,"Learn to Read: A Magical Sight Words and Phonics Activity Workbook for Beginning Readers Ages 5-7: Reading Made Easy | Preschool, Kindergarten and 1st Grade",Modern Kid Press,4.7,6.99,14809,Paperback,2020,Non-Fiction
99,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,5.72,30587,Board book,2020,Non-Fiction
100,D&D Player's Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,4.9,26.1,51894,Hardcover,2020,Fiction
1,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,11.98,84079,Hardcover,2021,Non-Fiction
2,American Marxism,Mark R. Levin,4.8,12.52,34627,Hardcover,2021,Non-Fiction
3,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,7.74,86676,Paperback,2021,Non-Fiction
4,If Animals Kissed Good Night,Ann Whitford Paul,4.8,4.14,69538,Board book,2021,Fiction
5,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,11.4,55928,Paperback,2021,Non-Fiction
6,I Love You to the Moon and Back,Amelia Hepworth,4.9,4.31,60075,Board book,2021,Fiction
7,It Ends with Us: A Novel (1),Colleen Hoover,4.7,9.99,169014,Paperback,2021,Fiction
8,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,10.35,108231,Hardcover,2021,Fiction
9,The Very Hungry Caterpillar,Eric Carle,4.9,4.93,54008,Board book,2021,Fiction
10,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,4.07,77319,Paperback,2021,Non-Fiction
11,The Midnight Library: A Novel,Matt Haig,4.3,13.29,199570,Hardcover,2021,Fiction
12,The Four Winds: A Novel,Kristin Hannah,4.5,13.79,121007,Hardcover,2021,Fiction
13,Dog Man: Mothering Heights: A Graphic Novel (Dog Man #10): From the Creator of Captain Underpants (10),Dav Pilkey,4.9,6.62,22723,Hardcover,2021,Fiction
14,The Last Thing He Told Me: A Novel,Laura Dave,4.3,13.08,113167,Hardcover,2021,Fiction
15,Big Shot Diary of a Wimpy Kid Book 16,Jeff Kinney,4.9,7.49,20445,Hardcover,2021,Fiction
16,"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children's Health Defense)",Robert F. Kennedy Jr.,4.8,19.42,21151,Hardcover,2021,Non-Fiction
17,The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,4.6,9.42,125004,Paperback,2021,Fiction
18,The 48 Laws of Power,Robert Greene,4.7,11.6,52408,Paperback,2021,Non-Fiction
19,"Oh, the Places You'll Go!",Dr. Seuss,4.9,8.48,42848,Hardcover,2021,Fiction
20,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,4.55,53719,Board book,2021,Fiction
21,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.7,11.88,94095,Paperback,2021,Non-Fiction
22,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,7.57,69866,Paperback,2021,Non-Fiction
23,Burn After Writing (Pink),Sharon Jones,4.6,6.99,78273,Paperback,2021,Non-Fiction
24,1984,George Orwell,4.7,7.48,72441,Mass Market Paperback,2021,Fiction
25,Peril,Bob Woodward,4.6,14.02,20535,Hardcover,2021,Non-Fiction
26,Untamed,Glennon Doyle,4.6,14.89,53688,Hardcover,2021,Non-Fiction
27,"Dune (Dune Chronicles, Book 1)",Frank Herbert,4.7,12.01,64912,Paperback,2021,Fiction
28,My First Library : Boxset of 10 Board Books for Kids,Wonder House Books,4.6,16.77,62733,Board book,2021,Non-Fiction
29,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brene Brown,4.8,17.78,15148,Hardcover,2021,Non-Fiction
30,The Song of Achilles: A Novel,Madeline Miller,4.7,10.34,53798,Paperback,2021,Fiction
31,The Hill We Climb: An Inaugural Poem for the Country,Amanda Gorman,4.9,8.72,15565,Hardcover,2021,Non-Fiction
32,Greenlights,Matthew McConaughey,4.7,15.35,59400,Hardcover,2021,Non-Fiction
33,Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,Karen Frazier,4.8,8.99,36007,Paperback,2021,Non-Fiction
34,The Storyteller: Tales of Life and Music,Dave Grohl,4.8,17.99,26999,Hardcover,2021,Non-Fiction
35,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,13.29,94750,Paperback,2021,Fiction
36,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,5.99,66846,Paperback,2021,Non-Fiction
37,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,6.99,32091,Paperback,2021,Non-Fiction
38,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,14.35,80328,Hardcover,2021,Non-Fiction
39,They Both Die at the End,Adam Silvera,4.6,8.37,32356,Paperback,2021,Fiction
40,Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,4.8,14.34,40983,Hardcover,2021,Non-Fiction
41,How to Catch a Mermaid,Adam Wallace,4.8,5.23,29836,Hardcover,2021,Fiction
42,Call Us What We Carry: Poems,Amanda Gorman,4.8,13.58,4525,Hardcover,2021,Fiction
43,We Were Liars,E. Lockhart,4.5,5.98,42287,Paperback,2021,Fiction
44,Go Tell the Bees That I Am Gone: A Novel (Outlander),Diana Gabaldon,4.7,18,54522,Hardcover,2021,Fiction
45,Grumpy Monkey,Suzanne Lang,4.8,10.62,22884,Hardcover,2021,Fiction
46,"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are (Self-Help Workbooks for Women)",Megan Logan,4.7,9.59,16024,Paperback,2021,Non-Fiction
47,Publication Manual (OFFICIAL) 7th Edition of the American Psychological Association,American Psychological Association,4.8,24,28579,Paperback,2021,Non-Fiction
48,Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,4.8,7.2,21490,Paperback,2021,Non-Fiction
49,How to Win Friends & Influence People,Dale Carnegie,4.7,10.5,79094,Paperback,2021,Non-Fiction
50,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8.55,25148,Hardcover,2021,Fiction
51,The Lincoln Highway: A Novel,Amor Towles,4.4,17.49,65403,Hardcover,2021,Fiction
52,Where the Crawdads Sing,Delia Owens,4.7,9.98,620739,Paperback,2021,Fiction
53,Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals),Monica Sweeney,4.7,8.99,28770,Paperback,2021,Non-Fiction
54,Goodnight Moon,Margaret Wise Brown,4.9,5.36,24815,Board book,2021,Fiction
55,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",Mary Pope Osborne,4.8,11,19363,Paperback,2021,Fiction
56,Where's Spot?,Eric Hill,4.9,5,30989,Board book,2021,Fiction
57,Air Fryer Cookbook: 600 Effortless Air Fryer Recipes for Beginners and Advanced Users,Jenson William,4.4,10.9,37006,Paperback,2021,Non-Fiction
58,Love You Forever,Robert Munsch,4.9,4.98,53161,Paperback,2021,Fiction
59,How to Catch a Unicorn,Adam Wallace,4.8,5.22,32100,Hardcover,2021,Fiction
60,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,4.59,37840,Board book,2021,Fiction
61,Flash Cards: Sight Words,Scholastic Teacher Resources,4.8,2.88,26984,Cards,2021,Non-Fiction
62,"What Happened to You?: Conversations on Trauma, Resilience, and Healing",Oprah Winfrey,4.7,14.49,15443,Hardcover,2021,Non-Fiction
63,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),M Prefontaine,4.6,5.99,28840,Paperback,2021,Non-Fiction
64,"How to Do the Work: Recognize Your Patterns, Heal from Your Past, and Create Your Self",Dr. Nicole LePera,4.8,16.46,14272,Hardcover,2021,Non-Fiction
65,Change Sings: A Children's Anthem,Amanda Gorman,4.9,9.31,4710,Hardcover,2021,Fiction
66,Think Again: The Power of Knowing What You Don't Know,Adam Grant,4.6,16.75,12028,Hardcover,2021,Non-Fiction
67,Keep Sharp: Build a Better Brain at Any Age,Sanjay Gupta M.D.,4.7,13.55,11653,Hardcover,2021,Non-Fiction
69,The Women of the Bible Speak: The Wisdom of 16 Women and Their Lessons for Today,Shannon Bream,4.8,14.95,12288,Hardcover,2021,Non-Fiction
70,The Big Book of Silly Jokes for Kids,Carole P. Roman,4.7,5.99,20572,Paperback,2021,Fiction
71,Percy Jackson and the Olympians 5 Book Paperback Boxed Set (w/poster) (Percy Jackson & the Olympians),Rick Riordan,4.9,18.8,36276,Paperback,2021,Fiction
72,The Invisible Life of Addie LaRue,V. E. Schwab,4.5,14.57,57314,Hardcover,2021,Fiction
73,Project Hail Mary: A Novel,Andy Weir,4.7,17.32,85206,Hardcover,2021,Fiction
74,How to Draw 101 Animals (1),Dan Green,4.7,4.99,24653,Paperback,2021,Non-Fiction
75,What to Expect When You're Expecting,Heidi Murkoff,4.8,12.7,29389,Paperback,2021,Non-Fiction
76,Verity,Colleen Hoover,4.6,17.4,163818,Paperback,2021,Fiction
77,Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,4.9,38.86,91629,Paperback,2021,Fiction
78,To Kill a Mockingbird,Harper Lee,4.8,7.19,68842,Paperback,2021,Fiction
79,People We Meet on Vacation,Emily Henry,4.3,9.98,46725,Paperback,2021,Fiction
80,The Judge's List: A Novel (The Whistler),John Grisham,4.5,13.55,69642,Hardcover,2021,Fiction
81,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,4.8,18.14,58074,Hardcover,2021,Non-Fiction
82,Man's Search for Meaning,Viktor E. Frankl,4.7,11.99,53306,Paperback,2021,Non-Fiction
83,It's Not Easy Being a Bunny (Beginner Books(R)),Marilyn Sadler,4.8,7.03,16885,Hardcover,2021,Fiction
84,The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,Benjamin Graham,4.7,14.29,39269,Paperback,2021,Non-Fiction
85,Ugly Love: A Novel,Colleen Hoover,4.7,10.4,82155,Paperback,2021,Fiction
86,Joshua Weissman: An Unapologetic Cookbook. #1 NEW YORK TIMES BESTSELLER,Joshua Weissman,4.9,17.93,13892,Hardcover,2021,Non-Fiction
87,The Outsiders,S. E. Hinton,4.8,9.49,30584,Paperback,2021,Fiction
88,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.7,7.51,42799,Paperback,2021,Non-Fiction
89,"Dr. Seuss's Beginner Book Collection (Cat in the Hat, One Fish Two Fish, Green Eggs and Ham, Hop on Pop, Fox in Socks)",Dr. Seuss,4.9,26.47,21311,Hardcover,2021,Fiction
90,Magnolia Table,Joanna Gaines,4.8,16.59,32326,Hardcover,2021,Non-Fiction
91,The Step-by-Step Instant Pot Cookbook: 100 Simple Recipes for Spectacular Results -- with Photographs of Every Step (Step-by-Step Instant Pot Cookbooks),Jeffrey Eisner,4.7,11.94,30581,Paperback,2021,Non-Fiction
92,The Vanishing Half: A Novel,Brit Bennett,4.4,12.32,96412,Hardcover,2021,Fiction
93,A Promised Land,Barack Obama,4.9,16.53,125017,Hardcover,2021,Non-Fiction
94,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)",Adir Levy,4.8,11.89,22169,Hardcover,2021,Fiction
95,The Wish,Nicholas Sparks,4.7,13.4,35292,Hardcover,2021,Fiction
96,Will,Will Smith,4.8,16.69,23540,Hardcover,2021,Non-Fiction
97,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century (Think and Grow Rich Series),Napoleon Hill,4.7,7.49,79872,Paperback,2021,Non-Fiction
98,Dragons Love Tacos,Adam Rubin,4.8,8.95,15753,Hardcover,2021,Fiction
99,"The Truth About COVID-19: Exposing The Great Reset, Lockdowns, Vaccine Passports, and the New Normal",Doctor Joseph Mercola,4.8,7.59,7873,Hardcover,2021,Non-Fiction
100,First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning Readers,Deborah Schecter,4.7,13.29,27332,Paperback,2021,Non-Fiction
1,It Ends with Us: A Novel (1),Colleen Hoover,4.7,10.34,302599,Paperback,2022,Fiction
2,It Starts with Us: A Novel (2) (It Ends with Us),Colleen Hoover,4.5,9.65,144636,Paperback,2022,Fiction
3,Verity,Colleen Hoover,4.6,10.98,316452,Paperback,2022,Fiction
4,Where the Crawdads Sing,Delia Owens,4.7,9.47,620739,Paperback,2022,Fiction
5,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,13.79,119310,Hardcover,2022,Non-Fiction
6,Reminders of Him: A Novel,Colleen Hoover,4.7,9.12,249330,Paperback,2022,Fiction
7,Ugly Love: A Novel,Colleen Hoover,4.6,10.28,137827,Paperback,2022,Fiction
8,The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,4.6,9.99,208750,Paperback,2022,Fiction
9,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,10.19,71203,Paperback,2022,Non-Fiction
10,The Very Hungry Caterpillar,Eric Carle,4.9,5.9,73271,Board book,2022,Fiction
11,The 48 Laws of Power,Robert Greene,4.7,13.82,71416,Paperback,2022,Non-Fiction
12,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,7.74,110447,Paperback,2022,Non-Fiction
13,November 9: A Novel,Colleen Hoover,4.7,9.63,72278,Paperback,2022,Fiction
14,I Love You to the Moon and Back,Amelia Hepworth,4.9,4.76,68076,Board book,2022,Fiction
15,I'm Glad My Mom Died,Jenette McCurdy,4.7,19.58,61420,Hardcover,2022,Non-Fiction
16,The Light We Carry,Michelle Obama,4.7,18.11,12446,Hardcover,2022,Non-Fiction
17,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,7.18,83469,Paperback,2022,Non-Fiction
18,Diper Overlodr (Diary of a Wimpy Kid Book 17),Jeff Kinney,4.7,8.14,10640,Hardcover,2022,Fiction
19,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,9.4,29248,Hardcover,2022,Fiction
20,Interesting Facts for Curious Minds,Jordan Moore,4.5,12.79,7585,Paperback,2022,Non-Fiction
21,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,4.94,53719,Board book,2022,Fiction
22,Fairy Tale,Stephen King,4.6,16.25,55198,Hardcover,2022,Fiction
23,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brene Brown,4.8,18.67,19080,Hardcover,2022,Non-Fiction
24,Harry Potter and the Order of the Phoenix,J.K. Rowling,4.9,28.73,79376,Hardcover,2022,Fiction
25,If Animals Kissed Good Night,Ann Whitford Paul,4.8,4.19,740228,Board book,2022,Fiction
26,Things We Never Got Over,Lucy Score,4.5,11.2,162097,Paperback,2022,Fiction
27,My First Library : Boxset of 10 Board Books for Kids,Wonder House Books,4.6,16.74,74168,Board book,2022,Fiction
28,School Zone Big Preschool Workbook,School Zone,4.8,10.98,71576,Paperback,2022,Non-Fiction
29,Harry Potter Paperback Box Set (Books 1-7),J.K. Rowling,4.9,45.44,102689,Paperback,2022,Fiction
30,"Oh, the Places You'll Go!",Dr. Seuss,4.9,7.49,49285,Hardcover,2022,Fiction
31,Half Baked Harvest Every Day,Tieghan Gerard,4.8,15.75,5142,Hardcover,2022,Non-Fiction
32,The Silent Patient,Alex Michaelides,4.4,11.69,279937,Paperback,2022,Fiction
33,Go-to Dinners,Ina Garten,4.7,18.1,3060,Hardcover,2022,Non-Fiction
34,From Crook to Cook,Snoop Dogg,4.8,12.47,35671,Hardcover,2022,Non-Fiction
35,It's Not Summer Without You,Jenny Han,4.4,8.98,32138,Paperback,2022,Fiction
36,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,12.01,120775,Hardcover,2022,Fiction
37,How to Win Friends & Influence People,Dale Carnegie,4.7,10.29,30473,Paperback,2022,Non-Fiction
38,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,8.89,91060,Paperback,2022,Non-Fiction
39,The Last Thing He Told Me: A Novel,Laura Dave,4.3,16.43,148068,Hardcover,2022,Fiction
40,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,15.1,141897,Hardcover,2022,Non-Fiction
41,"World of Eric Carle, Around the Farm 30 Button Animal Soundbook",PI Kids,4.8,10.45,21893,Hardcover,2022,Non-Fiction
42,Burn After Writing,Sharon Jones,4.6,8.13,83214,Paperback,2022,Non-Fiction
43,Regretting You ,Colleen Hoover,4.5,8.29,144471,Paperback,2022,Fiction
44,Lessons in Chemistry,Bonnie Garmus,4.6,15.37,243475,Hardcover,2022,Fiction
45,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,4.5,23.99,33006,Hardcover,2022,Non-Fiction
46,We'll Always Have Summer,Jenny Han,4.5,7.65,30461,Paperback,2022,Fiction
47,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.6,14.99,144357,Paperback,2022,Fiction
48,The Midnight Library: A Novel,Matt Haig,4.3,17.98,238505,Hardcover,2022,Fiction
49,Goodnight Moon,Margaret Wise Brown,4.9,5.36,4338,Board book,2022,Fiction
50,The Boys from Biloxi: A Legal Thriller,John Grisham,4.4,15.69,58872,Hardcover,2022,Fiction
51,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,4.32,37847,Board book,2022,Fiction
52,"Run, Rose, Run",James Patterson,4.5,16.03,48038,Hardcover,2022,Fiction
53,Flash Cards: Sight Words,Scholastic Teacher Resources,4.8,2.74,3669,Flash Cards,2022,Non-Fiction
54,How to Catch a Mermaid,Adam Wallace,4.8,7.41,33518,Hardcover,2022,Fiction
55,Adult Children of Emotionally Mature Parents,Lindsay C. Gibson,4.8,14.15,21139,Paperback,2022,Non-Fiction
56,What to Expect When You're Expecting,Heidi Murkoff,4.8,10.41,29389,Paperback,2022,Non-Fiction
57,Life Force,Tony Robbins,4.5,15.82,5531,Hardcover,2022,Non-Fiction
58,Love You Forever,Robert Munsch,4.9,4.98,61162,Paperback,2022,Fiction
59,The Summer I Turned Pretty,Jenny Han,4.4,9.23,10512,Paperback,2022,Fiction
60,The Screaming Goat,,4.7,7.65,,Paperback,2022,Fiction
61,Finding Me ,Viola Davis,4.8,15.04,18775,Hardcover,2022,Non-Fiction
62,Where the Crawdads Sing,Delia Owens,4.7,14.67,620739,Hardcover,2022,Fiction
63,Book Lovers,Emily Henry,4.5,9.9,73276,Paperback,2022,Fiction
64,The Great Reset,Glenn Beck,4.8,15.49,4456,Hardcover,2022,Non-Fiction
65,Percy Jackson and the Olympians 5 Book Paperback Boxed Set (w/poster) (Percy Jackson & the Olympians),Rick Riordan,4.9,23.99,40721,Paperback,2022,Fiction
66,Confess,Colleen Hoover,4.6,10.47,42838,Paperback,2022,Fiction
67,To Kill a Mockingbird,Harper Lee,4.7,8.89,132721,Paperback,2022,Fiction
68,I Love You Like No Otter,Rose Rossner,4.9,5.37,25,Board book,2022,Fiction
69,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.7,2.19,501,Paperback,2022,Non-Fiction
70,The Simply Happy Cookbook,Steve Doocy,4.6,15.89,5589,Hardcover,2022,Non-Fiction
71,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),M Prefontaine,4.6,7.99,31682,Paperback,2022,Non-Fiction
72,Air Fryer Cookbook: 600 Effortless Air Fryer Recipes for Beginners and Advanced Users,Jenson William,4.4,11.25,43480,Paperback,2022,Non-Fiction
73,Red Handed: How American Elites Get Rich Helping China Win,Peter Schweizer,4.8,6.36,8450,Hardcover,2022,Non-Fiction
74,You Fucking Got This,Bridget Coloring Press,4.7,,14984,Paperback,2022,Non-Fiction
75,People We Meet on Vacation,Emily Henry,4.3,10.59,61917,Paperback,2022,Fiction
76,D&D Player's Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,4.9,26.1,51894,Hardcover,2022,Fiction
77,A Court of Thorns and Roses,Sarah J. Mass,4.6,10.37,152457,Paperback,2022,Fiction
78,Faith Still Moves Mountains,Harris Faulkner,4.8,15.3,4675,Hardcover,2022,Non-Fiction
79,The Lincoln Highway: A Novel,Amor Towles,4.4,11.35,79857,Hardcover,2022,Fiction
80,Where's Spot?,Eric Hill,4.9,4.98,34026,Board book,2022,Fiction
81,Dragons Love Tacos,Adam Rubin,4.8,9.92,18599,Hardcover,2022,Fiction
